,LENSID,FLAGTYPE,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,KAPPA,FSTAR,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,SIGCRIT,DSLUM,L_I,REFF,REFF_T,weight,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,sersic_bulge,size_minor_bulge_true,dec_true,size_disk_true,size_minor_disk_true,size_true,size_bulge_true,mag_i,ra_true,mag_true_i,sersic_disk,magnification,size_minor_true,galaxy_id,seed,sf_z,tau_y,tau_g,sf_u,tau_u,sf_y,tau_z,sf_r,tau_i,M_i,sf_g,tau_r,sf_i,flux_y,flux_u_noMW,dec,flux_z_noMW,flux_i,flux_g_noMW,is_pointsource,is_variable,flux_g,flux_i_noMW,flux_z,flux_r_noMW,ra,flux_u,flux_y_noMW,redshift,flux_r,ellipticity_1_disk_true,ellipticity_2_bulge_true,ellipticity_2_true,ellipticity_2_disk_true,ellipticity_1_true,ellipticity_2_true_dc2,ellipticity_1_bulge_true,ellipticity_disk_true,ellipticity_true,ellipticity_1_bulge_true_dc2,ellipticity_bulge_true,ellipticity_1_true_dc2,ellipticity_1_disk_true_dc2,ellipticity_2_bulge_true_dc2,ellipticity_2_disk_true_dc2,Mag_true_i_lsst_z0,bulge_to_total_ratio_i,stellar_mass_bulge,halo_mass,stellar_mass,stellar_mass_disk,shear_2,shear_1,convergence,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,EINSTEIN,n_sersic
1450,4023899,0,2,0.446,239.3316,0.2407456,85.49597,0.1301792,138.2217,2.96,-0.2114037,0.01837827,23.11,22.42761,2.290243,"[0.9179, -1.2125, 0.0, 0.0]","[0.1723, 1.0129, 0.0, 0.0]","[-1.8748, 3.4464, 0.0, 0.0]","[40.612, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1181.8783,2471.20825,-22.8936577,19.5168877,0.44600001,1595.1,1163.53,0.0,25013.7,0.0,0.0,0.0,1,-23.4348896743088,-22.5377707019019,-23.4497707019019,0.0044978823906001,11388.0,4.0,0.67337364,-28.0941664173499,1.0839838,0.7149295,0.70385474,0.7038548,26.3509288888483,53.6527536663112,26.322124,1.0,0.973818984775559,0.6733735,2582740501,5298810,0.3827,210.7,188.7,0.5793,180.9,0.3628,207.0,0.4499,202.5,-23.4455217201709,0.5091,196.4,0.4098,3541.428,586.4767,-28.1127694394989,3053.938,3015.8462,2177.5881,1,1,2113.849,3067.587,3014.3662,2856.4958,53.6577148563403,564.07697,3579.9272,2.9585245,2793.5935,0.17449072,0.01163976,0.01163976,0.10789422,0.018824272,-0.0209921262491397,0.018824272,0.20515402,0.022132266,0.0070119788706573,0.022132266,0.0070119788706573,0.0649972130912394,-0.0209921262491397,-0.194585541146338,-23.146803,0.99999976,133476860000.0,8646395978997.18,133476860000.0,216.14891,-0.0052950361870704,0.0112844512767346,-0.0134299507904573,0.276897109487071,0.659538912122168,0.276897104919246,0.956693928136299,0.276897104919246,0.956693928136299,5.51701735428724,-0.152516960354662,0.741704350073262,-1.04230688157817e-07,11.1254059814656,11.1254059814656,2.33475304980639,12.9368351210375,1.20332307981242,4.001049196344683
1451,21344260,0,2,0.862,295.8012,0.2490628,175.612,0.04494846,-175.4206,1.67,-0.07229269,-0.2812399,22.41,22.34387,1.707709,"[-0.8263, 0.0912, 0.0, 0.0]","[-0.8623, 0.578, 0.0, 0.0]","[4.9344, -1.0628, 0.0, 0.0]","[0.0, 116.943, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1586.53235,5500.57764,-23.7613392,20.802702,0.861999989,1746.84,640.43,0.0,12453.0,0.0,0.0,0.0,1,-22.2043699514909,-21.9372308637852,-22.8052308637852,0.0205365161182678,5364.0,4.0,0.14562495,-28.6121984648024,0.530948,0.082915775,0.3359898,0.335864,23.0464026181279,53.1922903037735,23.089348,1.0,1.04034668699728,0.14560485,2568947115,4306561,0.2639,89.18,79.64,0.4002,76.28,0.2502,87.61,0.3105,85.63,-22.7975624817482,0.3515,83.0,0.2827,5628.7544,3483.248,-28.6372051154396,5814.9653,5649.0835,4293.5073,1,1,4163.8477,5746.5474,5739.2227,4711.6743,53.1973120613719,3347.3542,5690.3643,1.6509489,4607.806,-0.532243,0.27035266,0.2705006,0.49940687,-0.2882861,-0.260812343370078,-0.28812844,0.7298561,0.39532194,0.296917248891723,0.39510575,0.297079710122185,0.54847811727016,-0.260669715338678,-0.481520138125907,-22.38083,0.9978692,49091220000.0,2620972940619.72,49093153000.0,1932823.5,0.0047212402889176,-0.0296161342341695,0.0191241453412531,1.19400625127233,0.156165576048725,1.19400627131948,0.433583074894265,1.19400626516995,0.433360945336427,2.86013614126262,-0.473673906749903,0.45638670585349,-0.0009263820003015,10.6910209254901,10.6910038251878,6.2861921972899,12.418462537238,0.923870054107651,3.999749813542059
1452,14111953,0,2,0.726,226.9865,0.05091462,121.2543,0.06833831,98.12093,3.09,-0.3760399,0.3082425,22.35,22.45766,1.85491,"[0.3528, -0.9196, 0.0, 0.0]","[-0.2427, 1.107, 0.0, 0.0]","[-0.9056, 2.5149, 0.0, 0.0]","[107.332, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1495.10364,4454.02783,-22.9647388,21.0050259,0.726000011,1574.71,943.765,0.0,26341.9,0.0,0.0,0.0,1,-24.0272354726824,-23.3925813486732,-24.3105813486732,0.278775034087241,11058.0,4.0,0.4435062,-28.4109110163999,0.5737805,0.46868005,0.4567952,0.45679516,24.1938677048873,52.8417177881922,24.09493,1.0,0.912904142035684,0.4435062,2582036841,5336913,0.2733,349.0,311.6,0.4127,298.4,0.2592,342.8,0.321,335.0,-24.1656268264768,0.363,324.7,0.2925,6388.758,1310.5493,-28.4374247581855,5524.2285,5393.5854,4016.9617,1,1,3910.9175,5476.524,5460.2583,5084.654,52.8592491928792,1265.628,6450.9004,2.8518746,4984.127,-0.10056821,0.0010417169,0.0010417169,0.0071152733,-0.014723763,0.0143471925405565,-0.014723763,0.1008196,0.014760569,0.0034687830247712,0.014760569,0.0034687830247712,0.0236929438357768,0.0143471925405565,0.0979961054459157,-23.30952,1.0,179053230000.0,18491733756394.4,179053230000.0,3.993131,-0.0204121819592502,0.0116650564897977,-0.0468801229095399,1.53547981570983,0.816828114165487,1.53547981362325,0.970908274177111,1.53547981362325,0.970908274177111,3.61623787903607,-0.340278468300881,0.558256990983292,0.0,11.2529821597993,11.2529821597993,0.601313558039041,13.266977631848,0.889315427357358,3.999631479812097
1455,6593207,0,2,0.538,182.3896,0.2865301,74.46973,0.05675295,-165.0983,2.18,0.1340921,0.3566887,22.51,22.57637,1.269441,"[-0.0881, 0.4417, 0.0, 0.0]","[-0.242, 0.9116, 0.0, 0.0]","[-0.9407, 2.103, 0.0, 0.0]","[42.157, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1307.87561,3093.70654,-22.249939,20.7404575,0.537999988,1707.32,1074.77,0.0,17265.1,0.0,0.0,0.0,1,-23.1378455027,-22.4518115907195,-23.2678115907195,0.0379045584186178,8102.0,4.0,0.62257004,-27.8705238087424,1.3490736,0.63403,0.7676994,0.7676994,23.960274730709,53.209099821714894,23.972563,1.0,1.01138200848472,0.62257004,2576119377,2527921,0.3679,388.6,344.0,0.556,328.4,0.3489,381.3,0.4323,372.0,-23.2757104961595,0.4889,359.7,0.3939,5116.1924,2924.397,-27.8871178193503,5375.105,4398.809,3579.224,1,1,3488.6108,4462.3545,5316.185,3971.5554,53.2170061625263,2829.2012,5163.306,2.1429276,3897.0913,0.2333483,0.07958091,0.07958091,0.27487788,0.06755753,-0.0189413697116731,0.06755753,0.360568,0.10438938,-0.102656546459645,0.10438938,-0.102656546459645,-0.354582672982271,-0.0189413697116731,-0.0654247754667134,-22.948692,1.0,70905640000.0,2959336231661.97,70905640000.0,0.021354385,-0.0046708729666943,-0.0031225703426563,0.0056270060052604,0.433465884967581,0.469974311737639,0.433465877482307,0.81095549247059,0.433465877482307,0.81095549247059,6.42803098542516,-0.114808798818437,0.808077961552218,0.0,10.8506807813532,10.8506807813532,-1.67051293161025,12.4711943113113,0.603105428054145,3.9995999687488277
1456,24206872,0,2,0.91,236.0478,0.3393915,11.53386,0.03012633,-79.8447,2.81,0.07072991,0.4705178,21.97,22.81334,1.571388,"[-0.0108, 0.3706, 0.0, 0.0]","[-0.3001, 1.2243, 0.0, 0.0]","[-0.4599, 3.1863, 0.0, 0.0]","[127.904, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1612.00269,5880.74756,-23.2054195,21.5517426,0.910000026,1618.52,810.401,0.0,23494.6,0.0,0.0,0.0,1,-23.9748402513819,-23.5626840577874,-24.4696840577874,0.0463072629418019,10913.0,4.0,0.56476414,-28.1634654213505,0.7547528,0.43285003,0.7057739,0.7057739,24.3597144426266,53.2649658329314,24.32394,1.0,0.967587688474827,0.56476414,2581222575,8766204,0.3087,225.0,200.4,0.4656,191.8,0.2928,220.9,0.3624,215.8,-24.487402744033,0.4097,209.1,0.3304,8617.153,2055.4624,-28.1839161534091,7594.757,7185.609,5485.7153,1,1,5345.82,7291.8716,7510.414,6857.6274,53.273254542610495,1987.659,8697.545,2.7672167,6727.148,0.027788643,0.11039949,0.11039949,0.26962435,0.011378246,0.0641010127374588,0.011378246,0.27105257,0.11098429,0.0906011720869736,0.11098429,0.0906011720869736,0.221271685121174,0.0641010127374588,0.156551386474068,-24.147018,1.0,489810720000.0,14143389511391.6,489810720000.0,17.347563,0.0020174747913637,-0.0010890071981821,-0.0166136519144419,0.734047325188842,0.573499033980686,0.734047322414844,0.800205479145859,0.734047322414844,0.800205479145859,5.63048861168977,-0.151334406185124,0.750546084398951,0.0,11.690028285864,11.690028285864,1.2392384733638,13.1505535020839,0.80347857354629,3.999969590657793
1457,2324653,0,2,0.364,243.2204,0.1705553,-50.78436,0.1010357,5.050492,1.2,-0.008641982,0.1830612,22.79,21.90521,1.861552,"[-0.1053, -0.7904, 0.0, 0.0]","[-0.8111, 0.9198, 0.0, 0.0]","[-2.259, 6.4665, 0.0, 0.0]","[24.619, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1044.91479,1944.05981,-22.8744392,18.9331093,0.363999993,1710.57,1062.72,0.0,8279.16,0.0,0.0,0.0,1,-21.4359313854469,-20.7759030274191,-21.4759030274191,0.0123985475615346,3175.0,4.0,0.49101967,-28.4914087227522,0.8619698,0.48660052,0.5309578,0.5309578,22.32818376334,53.6474702673478,22.29885,1.0,0.973343508959935,0.49101967,2566173426,8766294,0.4629,161.5,141.6,0.6986,134.7,0.4391,158.2,0.5436,154.0,-21.4841803740245,0.6146,148.6,0.4955,2369.5642,1626.1917,-28.5093412388137,2156.2444,2219.0542,1762.9691,1,1,1712.4261,2255.532,2129.4429,2192.3533,53.6512218958025,1565.671,2394.1514,1.2092309,2146.0967,0.05270096,0.038372427,0.038372427,0.27331147,0.0073991185,-0.0167534151818479,0.0073991185,0.2783461,0.039079282,-0.0353059965899102,0.039079282,-0.0353059965899102,-0.251470486299922,-0.0167534151818479,-0.119327872596231,-22.71246,1.0,72273680000.0,1303967484394.37,72273680000.0,0.0005280607,0.0115506426891961,0.0085087633543398,-0.0137022915794879,0.690155185838285,0.564521534186027,0.690155176024081,0.924780946854677,0.690155176024081,0.924780946854677,4.40696300840579,-0.274939994842132,0.644139405102007,0.0,10.8589801684997,10.8589801684997,-3.27731615292098,12.1152667620062,1.05845034141784,3.999798998035582
1460,5431619,0,2,0.5,153.1087,0.4000833,-50.48605,0.04376613,-46.23914,2.71,0.02912796,0.3718446,19.21,20.90135,0.9441016,"[-0.1576, -0.0254, 0.0, 0.0]","[0.8506, -0.0842, 0.0, 0.0]","[1.8391, -0.2106, 0.0, 0.0]","[0.0, 27.23, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1259.03833,2832.83618,-21.7623978,20.9987087,0.5,1633.8,1124.76,0.0,22487.8,0.0,0.0,0.0,1,-27.0497348506342,-26.2420174636154,-27.1270174636154,0.27044962643227,10474.0,4.0,0.35206085,-28.1427585056323,0.56590617,0.32804343,0.39130962,0.39130962,24.1176534677826,53.7283850801266,24.052214,1.0,0.941508142744846,0.35206085,2580542323,2898244,0.07663,228.5,202.8,0.116,193.8,0.07266,224.3,0.09008,218.9,-27.3966624673599,0.1019,211.8,0.08206,135722.84,34174.957,-28.1625982046843,120888.14,112185.27,86926.266,1,1,84491.47,114007.63,119416.58,108132.64,53.7343160018309,32938.918,137111.53,2.7308464,105876.4,-0.26606798,-0.0005168552,-0.0005168552,-0.0026047237,-0.05279586,0.0033871133148719,-0.05279586,0.26608074,0.05279839,-0.0526896336199776,0.05279839,-0.0526896336199776,-0.265532650687101,0.0033871133148719,0.0170695659636266,-22.793468,1.0,104760656000.0,3136323307087.32,104760656000.0,19.90692,-0.000504992031908,0.0208469756159813,-0.0308057802228662,-1.56590163692238,0.579678099138032,-1.56590163723513,0.899698953998823,-1.56590163723513,0.899698953998823,3.13193880964081,-0.407479475223367,0.495813268425835,0.0,11.0201982092672,11.0201982092672,1.29900407115359,12.4964208254558,0.464786170345428,4.000315970191043
1462,5163897,0,2,0.49,198.1527,0.2956918,-20.47148,0.04292687,61.61897,2.22,0.2026716,-0.3267215,23.11,23.15829,1.486767,"[0.6884, -0.1334, 0.0, 0.0]","[-0.8917, 0.3473, 0.0, 0.0]","[2.7166, -0.9565, 0.0, 0.0]","[0.0, 44.621, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1245.45239,2765.02905,-22.4313793,20.2671185,0.49000001,1702.46,1126.15,0.0,17651.8,0.0,0.0,0.0,1,-22.6339449806046,-21.8931251509848,-22.7031251509849,0.0381951595479114,9082.0,4.0,0.27416518,-28.1995261711705,0.5260433,0.3333585,0.2979296,0.29788622,24.7633035467801,52.7048331373227,24.745163,1.0,0.983430711753666,0.27418596,2577422187,4827641,0.3358,129.2,114.0,0.5073,108.7,0.3185,126.7,0.3945,123.5,-22.6817534668397,0.4461,119.3,0.3595,4067.8904,1806.1107,-28.2196088331292,4078.569,3314.9578,2830.1433,1,1,2746.8948,3370.6172,4026.7576,3107.7898,52.7236569666126,1737.969,4111.559,2.2516563,3040.331,-0.1945796,-0.020601504,-0.020618832,-0.11139134,-0.036017198,0.0037653162816398,-0.03598693,0.22420806,0.041501503,-0.0412956098029492,0.041466627,-0.041330342133757,-0.223283373717394,0.0037621520636843,0.0203417750512863,-21.935274,0.9976503,37953642000.0,1439308000991.55,37954180000.0,536561.44,-0.0057155527864635,0.013870314901428,-0.0085006238646776,-1.31083021756586,0.633709232581239,-1.31083021474069,0.92036878519859,-1.31083021032447,0.920304477202142,2.47735692113652,-0.525886346472602,0.393988581359032,-0.0010216625149443,10.5792596129315,10.5792534567693,5.72961945887459,12.1581537396057,0.748017573130863,4.000141473168594
1464,1210816,0,2,0.288,179.4734,0.08118523,46.61364,0.05548239,-36.21077,1.23,0.07592846,-0.352182,22.13,22.35771,1.327972,"[0.3234, -0.0637, 0.0, 0.0]","[-0.9792, 0.2911, 0.0, 0.0]","[2.8193, -0.8108, 0.0, 0.0]","[0.0, 21.402, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",892.950745,1481.35535,-22.0201607,19.1211357,0.287999988,1716.5,1200.75,0.0,8535.98,0.0,0.0,0.0,1,-22.2382669562776,-21.4948858654674,-22.2078858654674,0.0769435910453397,3602.0,4.0,0.24870096,-27.9489406262764,0.36956078,0.1855627,0.27846938,0.27846938,22.1455497735197,52.8062394331737,22.111528,1.0,0.969151002276476,0.24870093,2566535460,4486104,0.3264,100.3,88.29,0.4947,84.1,0.3094,98.31,0.3839,95.81,-22.2295652019716,0.4346,92.5,0.3496,3815.689,2774.1414,-27.9614837251425,3775.2808,3794.6929,2950.9548,1,1,2866.305,3856.8276,3728.4165,3745.7944,52.8118583418394,2671.2478,3855.24,1.3038263,3667.09,0.32698706,-0.009239739,-0.009239739,-0.054234833,0.055707283,0.0428718608234845,0.055707283,0.3314543,0.056468345,0.0367515654355761,0.056468345,0.0367515654355761,0.215722004926124,0.0428718608234845,0.251646526131462,-22.68843,1.0,91346110000.0,1231091821611.27,91346110000.0,0.042339426,0.0028209284592268,-0.0094345702269534,-0.0158385301810168,-0.0821829848775569,0.502116893185332,-0.0821829822165236,0.893099785367717,-0.0821829822165236,0.893099785367717,2.33596932210963,-0.555222552117278,0.36846713496177,0.0,10.9606900575287,10.9606900575287,-1.37325503405214,12.0902904462148,0.648935384991271,3.998761348516348
1469,12817609,0,2,0.698,264.2409,0.2487893,35.42383,0.06101168,-115.6471,1.83,0.261166,0.3506902,22.87,22.02456,2.206747,"[-0.2934, 0.9654, 0.0, 0.0]","[-0.5725, 1.24, 0.0, 0.0]","[-2.8681, 2.1786, 0.0, 0.0]","[134.685, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1472.18433,4244.60742,-23.3423786,20.4948082,0.698000014,1740.0,856.686,0.0,13935.5,0.0,0.0,0.0,1,-22.15261276418,-21.6898797337746,-22.5718797337746,0.0291667312274044,6285.0,4.0,0.5850854,-27.6285093801713,0.8725933,0.76419157,0.6318485,0.6318485,23.2541211305177,53.535892612148,23.221008,1.0,0.969962330034128,0.58508545,2570374863,6778553,0.4181,387.9,342.8,0.6285,327.0,0.3968,380.5,0.4902,371.1,-22.5427160022644,0.5536,358.6,0.4472,3143.077,2063.953,-27.6422835552346,3077.5806,3023.3237,2308.319,1,1,2242.8667,3072.119,3039.79,2414.6282,53.5424574054108,1987.8722,3175.4834,1.8295817,2364.3213,-0.021024646,-0.0364393,-0.0364393,-0.06280261,-0.01219891,0.0082686000500968,-0.01219891,0.06622842,0.03842702,0.0375268733494529,0.03842702,0.0375268733494529,0.0646770273806777,0.0082686000500968,0.014250813459997,-23.4321,1.0,224200650000.0,12051092713645.1,224200650000.0,0.31838208,-0.0047239617724221,-0.0037609237949278,-0.0153838353393118,-0.946921209875351,0.875770672814229,-0.946921210694087,0.925989942848942,-0.946921210694087,0.925989942848942,5.36553819647591,-0.199387041181813,0.729613290894087,0.0,11.3506368673625,11.3506368673625,-0.497051384326738,13.081026427657,0.990067920314534,4.001457613949157
1472,212598,0,2,0.156,264.85,0.1146284,86.58943,0.06584201,-82.4442,1.62,-0.2168178,0.9097588,23.17,22.84489,3.812769,"[0.2721, -0.5218, 0.0, 0.0]","[-0.8641, 2.8651, 0.0, 0.0]","[-1.3491, 2.1662, 0.0, 0.0]","[73.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",557.081055,744.44751,-22.9419212,16.5732479,0.156000003,1747.46,1501.67,0.0,11995.3,0.0,0.0,0.0,1,-22.0690555672793,-21.1061789561296,-21.9721789561296,0.0281980282036882,5435.0,4.0,0.42630336,-28.0075902117599,0.6320093,0.3586416,0.4567647,0.4567647,23.5005410626822,52.7416371732786,23.4767,1.0,0.978280747149821,0.42630336,2568963633,584908,0.4874,318.1,276.3,0.7326,261.9,0.4625,311.2,0.5714,302.4,-21.9759040042858,0.6453,290.9,0.5213,2707.8562,1673.236,-28.0228654978705,2797.2234,2721.8984,2063.6113,1,1,2008.3169,2763.4592,2764.9248,2267.2,52.7540316825645,1615.2954,2734.092,1.6479509,2222.874,-0.252519,-0.013909457,-0.013909457,-0.111270934,-0.031566218,0.0057009097850697,-0.031566218,0.2759476,0.034494914,0.0340205633020313,0.034494914,0.0340205633020313,0.272152955163383,0.0057009097850697,0.0456053426085966,-23.149277,1.0,191681600000.0,2438777322366.2,191681600000.0,1.149685,0.002958622278027,-0.0240676057149167,-0.0113305369096674,-1.36327326141939,0.567462514607385,-1.36327328177517,0.933310615978308,-1.36327328177517,0.933310615978308,3.88822182924987,-0.340307466906671,0.589751034153141,0.0,11.2825804258567,11.2825804258567,0.0605788651351316,12.3871721479634,1.73603990423252,3.9989076158780668
1479,942152,0,2,0.264,147.9108,0.3365928,141.9717,0.07098479,127.1965,2.05,-0.2437401,0.1315695,23.33,22.81267,1.11457,"[0.255, -0.6975, 0.0, 0.0]","[-0.0689, 0.5099, 0.0, 0.0]","[-1.6104, 1.8443, 0.0, 0.0]","[11.475, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",839.220947,1340.81982,-21.4947987,19.4060535,0.263999999,1721.65,1373.85,0.0,16015.6,0.0,0.0,0.0,1,-22.4287160684213,-21.4913412682378,-22.3253412682378,0.01290516904731,8061.0,4.0,0.7915891,-28.3510497796744,1.4426665,1.2457833,0.793825,0.793825,24.9605857688642,53.6462713930938,24.865835,1.0,0.916430993225504,0.79158914,2575616954,2366032,0.4758,220.8,196.4,0.7094,187.8,0.452,216.7,0.5561,211.7,-22.3256447572486,0.6265,204.9,0.5083,2325.9473,1408.6942,-28.3744097980127,2453.9326,2037.609,1630.7883,1,1,1581.4132,2072.9495,2421.624,1794.0085,53.6526037634254,1353.7548,2351.5576,2.0370984,1753.8048,0.0677824,0.00053389056,0.00053389056,0.027723966,0.0013053104,-0.0013074685469289,0.0013053104,0.073233,0.0014102746,-0.0005285835668465,0.0014102746,-0.0005285835668465,-0.0274483845011699,-0.0013074685469289,-0.0678944667413577,-22.950474,1.0,69440820000.0,3435623449960.56,69440820000.0,0.19793226,-0.0307828246131613,0.0051813853109231,-0.0450665351800578,0.194126514216907,0.86352823959137,0.194126525570163,0.997183423001522,0.194126525570163,0.997183423001522,6.68583189112922,-0.100275227939463,0.825155452473002,0.0,10.8416148406156,10.8416148406156,-0.70348341651525,12.5360055583706,0.502790092117099,4.000948749446791
1481,14105913,0,2,0.726,238.2319,0.1462348,-162.4871,0.04292605,29.59633,1.81,-0.009737081,0.3161373,20.09,20.07373,1.504388,"[0.0541, 0.2551, 0.0, 0.0]","[-0.4388, 1.0521, 0.0, 0.0]","[-1.0151, 4.1365, 0.0, 0.0]","[72.574, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1495.10364,4454.02783,-23.0915794,20.8781853,0.726000011,1741.22,822.876,0.0,13748.8,0.0,0.0,0.0,1,-24.875323961242,-24.4444410723607,-25.3254410723607,0.212877002515966,7595.0,4.0,0.5858681,-28.1521098630726,1.1665039,0.68737745,0.63647723,0.6316825,23.5540110819196,53.7642755249633,23.5228,1.0,0.971663178829564,0.58797884,2575040125,3923887,0.1918,289.7,255.8,0.2881,244.0,0.1821,284.1,0.2248,277.1,-25.270977967622,0.2538,267.7,0.2051,35755.03,21673.201,-28.170434225605,37437.332,31344.797,24993.52,1,1,24295.064,31845.467,36982.36,27444.672,53.7678467361941,20892.336,36117.71,2.0157921,26877.496,0.15686238,0.029904861,0.031478252,0.20539728,0.024040014,0.0395671498033509,0.022838412,0.25844505,0.039608113,-0.0017109027898225,0.037628364,-0.0018009189067953,-0.0117510919832895,0.0375894476583295,0.258177764196582,-22.452333,0.96785015,59168950000.0,1996302249464.79,59249447000.0,80501950.0,0.0006188205117255,0.0110995134232484,-0.0145377253143021,0.459291626177896,0.589262864168463,0.459291624414881,0.927472368211108,0.459291628141348,0.923801839201207,5.36627477443092,-0.196217128635995,0.729672906495426,-0.0141918782968448,10.7726843012481,10.772093862445,7.90580640041734,12.3002262961383,0.772454781136998,3.999232224981519
1482,45585755,0,2,1.21,197.697,0.2936222,85.05265,0.02878841,37.2052,2.98,0.05973391,-0.1500931,23.71,23.06167,0.9018214,"[0.0921, -0.1953, 0.0, 0.0]","[-0.6261, 0.2287, 0.0, 0.0]","[2.7556, -1.8169, 0.0, 0.0]","[0.0, 40.444, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1712.64722,8364.74023,-22.9653378,22.856926,1.21000004,1591.95,640.96,0.0,25217.1,0.0,0.0,0.0,1,-22.0884756633316,-21.9526218632395,-22.8626218632395,0.0492158804535617,11373.0,4.0,0.15087347,-28.2633710785479,0.28958848,0.27120852,0.16455159,0.15825492,25.8122612289808,53.2108264921038,25.684841,1.0,0.889266579261665,0.15674247,2582735699,7422943,0.1902,103.2,92.61,0.2854,88.88,0.1805,101.4,0.2228,99.25,-22.9114531135595,0.2515,96.34,0.2034,2288.483,359.46515,-28.2875588371091,1970.2644,1949.7781,1394.5747,1,1,1360.585,1977.5481,1948.993,1850.279,53.2204157391952,348.01068,2309.1553,2.986141,1816.3406,-0.03277463,-4.558187e-05,-4.6396915e-05,-6.2564555e-05,-0.024305163,0.0173273645430938,-0.023878198,0.03277469,0.024305208,-0.0167448110253965,0.023878243,-0.0170442235709147,-0.0229835169870316,0.017022978115435,0.0233653223134361,-20.880348,0.81758493,3563472600.0,806851356123.944,3594800400.0,31327654.0,0.0116556042087697,-0.000499667441854,-0.0604990765775428,-1.56984186172535,0.936530803781176,-1.56984186166664,0.953357263513698,-1.56984186171595,0.952543036760129,1.28644264105075,-0.783697916925426,0.109390426978168,-0.0874671221973273,9.55567478134334,9.55187342379958,7.49592787356021,11.9067935332832,0.453204434002073,4.0015946886333085
1484,41065444,0,2,1.152,301.3006,0.3948383,-152.3611,0.08604959,-77.10043,1.82,-0.2091517,0.3456249,20.39,21.40181,1.341189,"[-0.4439, 0.1191, 0.0, 0.0]","[1.0174, -0.1999, 0.0, 0.0]","[3.8203, -0.3938, 0.0, 0.0]","[0.0, 212.677, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1699.66577,7871.32861,-24.0271606,21.6050797,1.15199995,1740.61,443.556,0.0,13842.0,0.0,0.0,0.0,1,-24.1639942745237,-24.1571828391245,-25.0391828391245,0.11514973475924,6117.0,4.0,0.34888065,-27.8518060892485,1.0327059,0.3703976,0.71035856,0.71035856,22.489104908638,53.3739992875168,22.45497,1.0,0.969049136719017,0.34888068,2570317880,2647708,0.2466,151.1,132.5,0.3745,126.0,0.2337,148.0,0.2902,144.1,-24.92499189784,0.3288,139.0,0.2642,28319.283,18508.79,-27.8662059202036,27641.111,27226.805,20715.744,1,1,20250.771,27572.99,27372.854,21672.307,53.3781248033109,17968.305,28549.475,1.8348287,21315.078,-0.20057388,0.30892125,0.30892125,0.42729774,-0.14500786,0.278521367902794,-0.14500786,0.47203097,0.3412618,-0.197193982062769,0.3412618,-0.197193982062769,-0.272757352313622,0.278521367902794,0.385248829996001,-23.35266,1.0,224287820000.0,2032741373115.49,224287820000.0,0.00068996346,0.0142501243474037,0.0070598318712843,-0.0159686624309718,1.0048331375681,0.358667063396705,1.00483312867003,0.491133196798622,1.00483312867003,0.491133196798622,6.0313605887302,-0.148522381813166,0.780415293819055,0.0,11.3508056897648,11.3508056897648,-3.1611739085969,12.3080821266096,0.666253440726482,4.000555375031966
