,om10M_i,om10z,index,Min Distance,cosmodc2_index,sersic_bulge,size_minor_bulge_true,dec_true,size_disk_true,size_minor_disk_true,size_true,size_bulge_true,mag_i,ra_true,mag_true_i,sersic_disk,magnification,size_minor_true,galaxy_id,seed,sf_z,tau_y,tau_g,sf_u,tau_u,sf_y,tau_z,sf_r,tau_i,M_i,sf_g,tau_r,sf_i,flux_y,flux_u_noMW,dec,flux_z_noMW,flux_i,flux_g_noMW,is_pointsource,is_variable,flux_g,flux_i_noMW,flux_z,flux_r_noMW,ra,flux_u,flux_y_noMW,redshift,flux_r,ellipticity_1_disk_true,ellipticity_2_bulge_true,ellipticity_2_true,ellipticity_2_disk_true,ellipticity_1_true,ellipticity_2_true_dc2,ellipticity_1_bulge_true,ellipticity_disk_true,ellipticity_true,ellipticity_1_bulge_true_dc2,ellipticity_bulge_true,ellipticity_1_true_dc2,ellipticity_1_disk_true_dc2,ellipticity_2_bulge_true_dc2,ellipticity_2_disk_true_dc2,Mag_true_i_lsst_z0,bulge_to_total_ratio_i,stellar_mass_bulge,halo_mass,stellar_mass,stellar_mass_disk,shear_2,shear_1,convergence,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,bin
522,-25.021938848832463,2.59,675,0.09469079369110926,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
651,-24.851552584181988,2.49,853,0.11688738760972091,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
669,-24.856742506031487,2.43,875,0.16465727394413965,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
773,-25.096742506031486,2.43,1007,0.22479030950325912,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
790,-25.13155258418199,2.49,1029,0.22198666948191134,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
800,-24.941508153613814,2.66,1044,0.08265684800976845,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
870,-25.19518791891421,2.45,1126,0.2965074733482988,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
996,-25.178042841133898,2.41,1297,0.30153622959147447,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1100,-25.022289916756666,2.54,1443,0.10187575794590881,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1193,-24.829249761503753,2.58,1561,0.09871583855674058,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1286,-25.001597374381113,2.5,1676,0.10760903179095199,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1430,-24.960556845048757,2.52,1860,0.06693868412245037,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1456,-25.01552703602324,2.57,1902,0.08798130689396762,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1499,-24.871409400749137,2.53,1951,0.07447028834503036,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1512,-24.90248177526127,2.48,1969,0.10170349060570924,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1525,-24.85343879959999,2.47,1990,0.13159211818381591,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1639,-24.83155258418199,2.49,2156,0.13083846073517663,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1660,-25.170616312786994,2.51,2188,0.25213536383611773,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1693,-25.178042841133898,2.41,2228,0.30153622959147447,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1709,-25.13155258418199,2.49,2247,0.22198666948191134,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1760,-25.13343879959999,2.47,2311,0.23235358023415503,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
1809,-25.125945918743184,2.44,2382,0.24160443615800964,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737133,0.19291649965396584,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,2.5 - 3.0
